0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.83,32.855,32.566,32.91,31.588,32.835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.741,32.741,32.741,32.96,32.885,33.084,33.049,32.631,32.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.526,32.626,32.746,32.785,32.965,33.049,32.955,32.775,32.391,32.391,32.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.336,32.756,32.646,32.775,32.8,32.94,32.88,32.86,32.676,32.431,32.136,32.176,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.501,32.591,32.621,32.636,32.701,32.85,32.915,32.83,32.86,32.546,32.301,32.056,32.056,31.815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.02,30.015,30.148,30.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.376,32.586,32.616,32.651,32.78,32.771,32.915,32.756,32.761,32.541,32.316,32.086,31.87,31.679,31.618,0.0,0.0,0.0,0.0,0.0,30.138,30.066,30.102,30.235,30.148,30.484,30.184,30.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,32.071,32.571,32.541,32.601,32.601,32.591,32.541,32.805,32.486,32.511,32.206,32.025,31.895,31.83,31.83,31.472,31.613,31.512,0.0,0.0,29.882,30.286,30.143,30.143,30.163,30.112,30.276,30.393,30.505,30.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,32.111,32.496,32.536,32.686,32.616,32.706,32.586,32.641,32.371,32.371,32.251,32.04,32.02,31.769,31.593,31.533,31.371,31.371,0.0,30.784,30.688,30.515,30.153,30.082,30.189,30.255,30.306,30.459,30.5,30.5,30.449,30.469,30.087,30.163,29.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,32.066,32.361,32.496,32.561,32.561,32.546,32.546,32.541,32.511,32.491,32.361,32.251,32.071,31.825,31.679,31.507,31.351,31.336,31.351,31.336,30.784,30.728,30.316,30.128,30.184,30.184,30.158,30.301,30.316,30.428,30.515,30.439,30.545,30.398,29.949,29.949,29.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,32.066,32.336,32.336,32.506,32.521,32.511,32.571,32.516,32.391,32.491,32.186,32.051,32.005,31.945,31.613,31.452,31.371,31.189,31.351,31.548,31.669,31.235,30.535,30.22,30.184,30.245,30.296,30.301,30.255,30.474,30.495,30.495,30.713,30.683,30.138,29.882,29.652,29.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,32.005,32.326,32.356,32.556,32.506,32.496,32.451,32.451,32.351,32.296,32.276,32.201,31.835,31.825,31.618,31.376,31.371,31.331,31.215,31.396,31.649,30.972,30.311,30.204,30.153,30.245,30.194,30.225,30.214,30.418,30.291,30.454,30.708,30.469,29.867,29.698,29.698,29.606,29.713,29.626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,31.865,32.061,32.226,32.346,32.321,32.446,32.416,32.476,32.371,32.211,32.186,32.056,31.99,31.779,31.779,31.699,31.437,31.331,31.23,31.194,31.558,31.523,30.627,30.627,30.158,30.204,30.179,30.209,30.265,30.255,30.276,30.484,30.566,30.642,30.576,30.133,29.693,29.59,29.631,29.513,29.872,29.734,29.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,31.759,32.156,32.111,32.281,32.321,32.471,32.351,32.306,32.256,32.176,32.116,32.015,31.83,31.835,31.674,31.528,31.27,31.25,31.002,31.002,31.311,31.709,30.896,30.378,30.209,30.087,30.148,30.168,30.168,30.245,30.23,30.209,30.439,30.642,29.99,29.836,29.698,29.626,29.683,29.647,29.795,29.877,29.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
