0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.944,27.179,27.772,28.618,28.043,28.153,27.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.513,28.557,28.557,28.57,28.777,28.618,28.814,28.887,28.777,28.092,28.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.526,28.862,28.862,28.911,28.875,28.875,28.899,28.887,28.887,28.984,28.899,28.251,27.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.801,28.862,29.118,29.106,29.021,28.972,28.996,28.936,28.972,29.009,29.009,28.899,28.362,27.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,28.043,29.033,29.106,29.155,29.155,29.13,29.057,29.009,29.009,29.009,29.033,29.021,29.069,28.936,28.325,27.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.266,27.92,27.994,27.6,27.303,27.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,28.728,29.033,29.13,29.167,29.155,29.094,29.057,29.045,29.009,29.021,29.021,29.106,29.167,28.936,28.996,28.116,0.0,0.0,0.0,0.0,0.0,27.538,27.538,28.043,28.178,28.178,28.288,28.398,27.809,28.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,27.6,28.202,29.021,29.155,29.155,29.106,29.045,29.057,29.021,29.009,29.009,29.106,29.252,29.252,29.276,29.033,29.033,27.784,0.0,0.0,0.0,0.0,27.303,28.018,28.202,28.251,28.337,28.472,28.472,28.582,28.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,27.6,28.521,28.875,29.057,29.106,29.033,29.045,28.996,28.996,28.996,29.069,29.24,29.252,29.434,29.506,29.361,28.911,28.594,0.0,0.0,0.0,26.434,27.661,28.092,28.202,28.325,28.472,28.459,28.582,28.618,28.643,27.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,28.092,28.655,28.801,28.801,28.936,28.948,28.972,28.923,28.984,29.033,29.215,29.361,29.422,29.591,29.506,29.506,29.13,28.043,26.907,26.683,27.055,27.365,27.957,28.116,28.214,28.423,28.423,28.545,28.57,28.618,28.643,28.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
